Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,606,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1001,705,2
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,704,1
2021-01-01,1,Ciutat Vella,1,el Raval,1,1002,785,2
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,1636,1
2021-01-01,1,Ciutat Vella,1,el Raval,2,1003,2025,2
2021-01-01,1,Ciutat Vella,1,el Raval,2,1004,1340,1
2021-01-01,1,Ciutat Vella,1,el Raval,2,1004,1632,2
2021-01-01,1,Ciutat Vella,1,el Raval,3,1005,1140,1
2021-01-01,1,Ciutat Vella,1,el Raval,3,1005,1308,2
2021-01-01,1,Ciutat Vella,1,el Raval,3,1006,704,1
2021-01-01,1,Ciutat Vella,1,el Raval,3,1006,927,2
2021-01-01,1,Ciutat Vella,1,el Raval,3,1007,804,1
2021-01-01,1,Ciutat Vella,1,el Raval,3,1007,1211,2
2021-01-01,1,Ciutat Vella,1,el Raval,4,1008,1361,1
2021-01-01,1,Ciutat Vella,1,el Raval,4,1008,2036,2
2021-01-01,1,Ciutat Vella,1,el Raval,4,1009,1016,1
2021-01-01,1,Ciutat Vella,1,el Raval,4,1009,1228,2
2021-01-01,1,Ciutat Vella,1,el Raval,4,1010,1126,1
2021-01-01,1,Ciutat Vella,1,el Raval,4,1010,1375,2
2021-01-01,1,Ciutat Vella,1,el Raval,5,1011,1478,1
2021-01-01,1,Ciutat Vella,1,el Raval,5,1011,1862,2
2021-01-01,1,Ciutat Vella,1,el Raval,5,1012,954,1
2021-01-01,1,Ciutat Vella,1,el Raval,5,1012,992,2
2021-01-01,1,Ciutat Vella,1,el Raval,5,1013,760,1
2021-01-01,1,Ciutat Vella,1,el Raval,5,1013,711,2
2021-01-01,1,Ciutat Vella,1,el Raval,6,1014,954,1
2021-01-01,1,Ciutat Vella,1,el Raval,6,1014,1200,2
2021-01-01,1,Ciutat Vella,1,el Raval,6,1015,1151,1
2021-01-01,1,Ciutat Vella,1,el Raval,6,1015,1204,2
2021-01-01,1,Ciutat Vella,1,el Raval,6,1016,1068,1
2021-01-01,1,Ciutat Vella,1,el Raval,6,1016,1091,2
2021-01-01,1,Ciutat Vella,1,el Raval,6,1017,1298,1
2021-01-01,1,Ciutat Vella,1,el Raval,6,1017,1296,2
2021-01-01,1,Ciutat Vella,1,el Raval,7,1018,765,1
2021-01-01,1,Ciutat Vella,1,el Raval,7,1018,803,2
