Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,578,1
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,711,2
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,694,1
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,775,2
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,1652,1
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,2047,2
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,1336,1
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,1599,2
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,1108,1
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,1281,2
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,661,1
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,884,2
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,806,1
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,1188,2
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,1325,1
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,1953,2
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,1014,1
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,1239,2
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,1094,1
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,1345,2
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,1404,1
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,1812,2
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,949,1
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,989,2
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,731,1
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,707,2
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,947,1
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,1179,2
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,1162,1
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,1223,2
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,1093,1
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,1114,2
2020-01-01,1,Ciutat Vella,1,el Raval,6,1017,1338,1
2020-01-01,1,Ciutat Vella,1,el Raval,6,1017,1301,2
2020-01-01,1,Ciutat Vella,1,el Raval,7,1018,788,1
2020-01-01,1,Ciutat Vella,1,el Raval,7,1018,809,2
2020-01-01,1,Ciutat Vella,1,el Raval,7,1019,1371,1
2020-01-01,1,Ciutat Vella,1,el Raval,7,1019,1606,2
2020-01-01,1,Ciutat Vella,1,el Raval,7,1020,1130,1
2020-01-01,1,Ciutat Vella,1,el Raval,7,1020,1049,2
2020-01-01,1,Ciutat Vella,1,el Raval,8,1021,1069,1
2020-01-01,1,Ciutat Vella,1,el Raval,8,1021,1119,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,683,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,749,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,1084,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,1032,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,669,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,688,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1761,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,6079,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,802,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,785,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,978,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,939,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,739,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,728,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,1227,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,1204,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,731,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,837,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,892,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,930,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,546,1
