Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,600,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,702,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,682,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,718,2
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,1585,1
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,1882,2
2022-01-01,1,Ciutat Vella,1,el Raval,2,1004,1325,1
2022-01-01,1,Ciutat Vella,1,el Raval,2,1004,1620,2
2022-01-01,1,Ciutat Vella,1,el Raval,3,1005,1080,1
2022-01-01,1,Ciutat Vella,1,el Raval,3,1005,1258,2
2022-01-01,1,Ciutat Vella,1,el Raval,3,1006,729,1
2022-01-01,1,Ciutat Vella,1,el Raval,3,1006,884,2
2022-01-01,1,Ciutat Vella,1,el Raval,3,1007,764,1
2022-01-01,1,Ciutat Vella,1,el Raval,3,1007,1135,2
2022-01-01,1,Ciutat Vella,1,el Raval,4,1008,1333,1
2022-01-01,1,Ciutat Vella,1,el Raval,4,1008,1912,2
2022-01-01,1,Ciutat Vella,1,el Raval,4,1009,994,1
2022-01-01,1,Ciutat Vella,1,el Raval,4,1009,1160,2
2022-01-01,1,Ciutat Vella,1,el Raval,4,1010,1057,1
2022-01-01,1,Ciutat Vella,1,el Raval,4,1010,1221,2
2022-01-01,1,Ciutat Vella,1,el Raval,5,1011,1381,1
2022-01-01,1,Ciutat Vella,1,el Raval,5,1011,1696,2
2022-01-01,1,Ciutat Vella,1,el Raval,5,1012,933,1
2022-01-01,1,Ciutat Vella,1,el Raval,5,1012,969,2
2022-01-01,1,Ciutat Vella,1,el Raval,5,1013,742,1
2022-01-01,1,Ciutat Vella,1,el Raval,5,1013,691,2
2022-01-01,1,Ciutat Vella,1,el Raval,6,1014,897,1
2022-01-01,1,Ciutat Vella,1,el Raval,6,1014,1087,2
2022-01-01,1,Ciutat Vella,1,el Raval,6,1015,1097,1
2022-01-01,1,Ciutat Vella,1,el Raval,6,1015,1134,2
2022-01-01,1,Ciutat Vella,1,el Raval,6,1016,1026,1
2022-01-01,1,Ciutat Vella,1,el Raval,6,1016,1038,2
2022-01-01,1,Ciutat Vella,1,el Raval,6,1017,1237,1
2022-01-01,1,Ciutat Vella,1,el Raval,6,1017,1283,2
2022-01-01,1,Ciutat Vella,1,el Raval,7,1018,756,1
2022-01-01,1,Ciutat Vella,1,el Raval,7,1018,766,2
2022-01-01,1,Ciutat Vella,1,el Raval,7,1019,1319,1
2022-01-01,1,Ciutat Vella,1,el Raval,7,1019,1526,2
2022-01-01,1,Ciutat Vella,1,el Raval,7,1020,1168,1
2022-01-01,1,Ciutat Vella,1,el Raval,7,1020,1048,2
2022-01-01,1,Ciutat Vella,1,el Raval,8,1021,1056,1
2022-01-01,1,Ciutat Vella,1,el Raval,8,1021,1029,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,750,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,856,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,987,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,975,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,636,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,663,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1994,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,6929,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,761,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,724,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,978,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,947,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,718,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,692,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,1232,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,1268,2
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,768,1
2022-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,870,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,860,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,866,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,513,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,542,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,427,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,471,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,586,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,593,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,626,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,556,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,680,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,616,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,697,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,748,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,647,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,668,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,522,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,540,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,727,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,707,2
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,937,1
2022-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,813,2
2022-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,820,1
2022-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,844,2
2022-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,736,1
2022-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,687,2
2022-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,972,1
